0;Путин поручил кабмину увеличить зарплаты бюджетникам в начале 2023 года;"Соответствующие указания опубликованы на сайте Кремля.

Уточняется, что Путин заявил о необходимости добиться роста зарплат теми же темпами, какие зафиксированы в среднем по экономике.

Кроме того, Путин поручил заняться корректировкой зарплат в течение всего 2023 года.

В ноябре Путин назвал приоритетом работы властей выход на реальный рост доходов в стране, сокращение бедности и неравенства.";https://russian.rt.com/russia/news/1085336-putin-zarplaty-indeksacii
1;Боррель подтвердил, что новые санкции против России согласовать не удалось;"«Мы обсудили девятый пакет санкций против России. По нему мы вернёмся с информацией позднее, ещё предстоит работа», — цитирует его РИА Новости.

Боррель выразил надежду, что пакет санкций будет согласован на этой неделе.

Венгрия попросила Евросоюз исключить нескольких физических лиц из антироссийского санкционного списка, так как ограничительные меры против них могут создать проблемы для функционирования каналов связи.";https://russian.rt.com/world/news/1085335-borrel-sankcii-rossiya
1;Министр обороны Британии Уоллес допустил поставку Украине ракет более дальнего действия;"Уоллес подчеркнул, что британское Минобороны постоянно пересматривает вооружение, которое Британия может отправить Украине.

«Мы также имеем в нашем арсенале потенциальные системы вооружения более дальнего действия», — цитирует его РИА Новости.

Уоллес уточнил, что он «открыт к рассмотрению таких поставок», если Россия предпримет попытку «нарушить Женевские конвенции».

В ноябре премьер-министр Великобритании Риши Сунак заявил, что Лондон может увеличить объём военной помощи Украине в 2023 году.

В сентябре сообщалось, что украинские власти запрашивают у Соединённых Штатов дополнительное вооружение, в том числе ракетные системы большой дальности.

Как утверждает координатор по стратегическим коммуникациям в Совете национальной безопасности Белого дома Джон Кирби, США объясняют отказ поставлять Украине вооружение большой дальности нежеланием дальнейшей эскалации украинского кризиса.";https://russian.rt.com/world/news/1085328-britaniya-ukraina-rakety
1;Роналдо: Неймар ещё молод и сможет сыграть на следующем чемпионате мира;"«Думаю, в данный момент он расстроен вылетом. Это нормально, что он так себя чувствует, но я уверен, что он вернётся и продолжит играть за команду. Он ещё молод, и я верю, что он сможет сыграть на следующем чемпионате мира», — цитирует Роналду L'Equipe.

Напомним, что Бразилия уступила Хорватии в матче 1/4 финала чемпионата мира в Катаре. Основное и дополнительное время матча на стадионе «Эдьюкейшн Сити» в Эр-Райяне завершилось вничью 1:1. Серию пенальти со счётом 4:2 выиграли хорваты.

В составе бразильской команды забитым с игры мячом отметился Неймар в конце первой дополнительной 15-минутки. У хорватской сборной на 117-й минуте отличился Бруно Петкович.

Ранее Неймар высказался о работе Тите на посту главного тренера национальной команды на ЧМ-2022.";https://russian.rt.com/sport/news/1085318-ronaldo-neimar-braziliya
1;Захарова: Бут стал символом юридического беспорядка в США по отношению к гражданам России;"Захарова подчеркнула, что всё случившееся с Бутом является цепью подставных действий, которые осуществили американские спецслужбы.

«Виктор Бут по большому счёту стал символом того юридического беспредела, который чинят американские власти в отношении наших граждан», — сказала она в интервью YouTube-каналу «Эмпатия Манучи».

Захарова добавила, что Вашингтон сделал всё для того, чтобы демонизировать образ Бута.

Ранее Бут в интервью RT заявил, что самым тяжёлым в американской тюрьме было отсутствие возможности общения с родными и друзьями.";https://russian.rt.com/world/news/1085308-zaharova-but-ssha
0;Спасатели ликвидировали открытое горение в каучуковом цехе в Нижнекамске;"Об этом сообщило ГУ МЧС по Татарстану.

Уточняется, что возгорание ликвидировали в 17:50 мск.

По предварительной информации, пострадавших в результате ЧП нет.

Инцидент произошёл на территории цеха по выделению каучуков компании «Нижнекамскнефтехим» в Татарстане.

Из цеха самостоятельно эвакуировались 72 человека.";https://russian.rt.com/russia/news/1085291-mchs-pozhar-likvidaciya
0;Минфин: профицит бюджета России за январь — ноябрь составил 557 млрд рублей;"Об этом свидетельствуют данные Министерства финансов России.

Уточняется, что доходы федерального бюджета за представленный период достигли около 24,8 трлн рублей.

Что касается расходов, они составили около 24,22 трлн рублей.

В сентябре стало известно, что профицит бюджета России за январь — август 2022 года составил 137,443 млрд рублей.";https://russian.rt.com/business/news/1085288-rossiya-proficit-byudzheta
1;Россия и США на неделе проведут переговоры о судьбе Уилана;США и РФ на текущей неделе проведут переговоры о судье осужденного в России за шпионаж Пола Уилана, сообщил помощник президента США по нацбезопасности Джейк Салливан. По его словам, контакты пройдут на высоком уровне. Уилана задержали в Москве в конце 2018 года во время, как сообщала ФСБ, шпионской акции. Защита утверждает, что американец стал жертвой провокации: ему передали флешку, на которой он якобы ожидал увидеть фото из туристической поездки в подмосковный Сергиев Посад. Сам обвиняемый в последнем слове заявил, что шпионажем не занимался. Его приговорили к 16 годам лишения свободы и отправили отбывать наказание в колонию в Мордовии.;https://ria.ru/20221212/peregovory-1838207890.html
1;Ряд стран ЕС выразил демарш Франции после комментария Макрона о России;"Страны Балтии и ряд других европейских государств предприняли дипломатический демарш, выразив озабоченность в связи с заявлением президента Франции Эммануэля Макрона о гарантиях безопасности для России, передает агентство Рейтер со ссылкой на дипломатов.
Ранее Макрон заявил, что будущая архитектура безопасности Европы после восстановления мира на Украине должна включать гарантии безопасности для России.
Отмечается, что помимо стран Балтии к демаршу присоединились Польша и Словакия, он был осуществлен при поддержке Чехии. Однако, агентство отмечает, что точное число поддержавших такой шаг стран пока неизвестно.";https://ria.ru/20221212/demarsh-1838207986.html
1;"Зеленский назвал ""три шага"", которые ""ускорят"" наступление мира на Украине";"Владимир Зеленский во время обращения к лидерам стран G7 озвучил ""три шага"", которые, по его мнению, приблизят мир на территории Украины, он, в частности, предлагает продолжить ""достигнутую солидарность"" в поставках вооружений и выполнить ""формулу мира"", предложенную Украиной ранее.
Ранее Зеленский в ходе онлайн-выступления в рамках саммита G20 озвучил свое видение шагов для возобновления мира на Украине, состоящее из 10 пунктов. Среди его предложений были радиационная и ядерная безопасность, продовольственная и энергетическая безопасность, освобождение всех пленных, восстановление территориальной целостности Украины, ""вывод российских войск"" и прекращение боевых действий, ""возвращение справедливости"", противодействие экоциду, недопущение эскалации, фиксация ""окончания войны"". Также на G20 Зеленский сказал, что ""не будет никакого ""Минска-3"", пресс-секретарь президента России Дмитрий Песков заявил на это в комментарии РИА Новости, что такие слова ""абсолютно подтверждают"" позицию Киева о нежелании вести переговоры.";https://ria.ru/20221212/mir-1838207010.html
1;Шольц выступил за сотрудничество с Россией после завершения спецоперации;"кономическое сотрудничество с Россией должно стать возможным после окончания конфликта на Украине, заявил канцлер Германии Олаф Шольц перед комитетом по экономическим отношениям Восточной Европы в Берлине, его цитирует газета Zeit. По мнению Шольца, России, ""которая закончит войну, также нужен шанс, чтобы снова начать экономическое сотрудничество в другие времена"". ""Только не сейчас"", - уточнил он. Шольц добавил, что в настоящее время отношения, которые есть между Германией и Россией, сокращаются. ""Теперь мы ужесточаем санкции"", - напомнил канцлер.
При этом он добавил, что Россия и после окончания конфликта на Украине останется крупнейшей страной на европейском континенте. ""Поэтому очень важно, чтобы мы подготовились к этому времени"", - заключил Шольц.
Россия начала военную операцию на Украине 24 февраля. Президент Владимир Путин назвал ее целью ""защиту людей, которые на протяжении восьми лет подвергаются издевательствам, геноциду со стороны киевского режима"". Для этого, по его словам, планируется провести ""демилитаризацию и денацификацию Украины"", предать суду всех военных преступников, ответственных за ""кровавые преступления против мирных жителей"" Донбасса.
";https://ria.ru/20221212/sholts-1838202760.html
1;Пентагон продолжит пересматривать уровень военного присутствия на Украине;"США продолжат пересматривать уровень своего военного присутствия на Украине, заявил в понедельник журналистам высокопоставленный представитель Пентагона. Представитель Пентагона не уточнил, означает ли это, что США в будущем могут нарастить или, наоборот, сократить численность своего контингента на Украине. Чиновник воздержался от дальнейших комментариев, сославшись на соображения в сфере безопасности.  Ранее телеканал NBC сообщил со ссылкой на трех неназванных американских чиновников, что США хотят увеличить численность своих военных на Украине для усиления контроля за поставляемым оружием и помощи в применении ""критически значимых"" систем вооружений.
Россия ранее направила странам НАТО ноту из-за поставок вооружений Украине. Пресс-секретарь президента РФ Дмитрий Песков отмечал, что накачивание Украины оружием со стороны Запада не способствует успеху российско-украинских переговоров и будет иметь негативный эффект.
Как заявлял РИА Новости замглавы МИД РФ Сергей Рябков, ""непрекращающаяся масштабная помощь Киеву"" все больше ""вовлекает западные страны в конфликт на стороне киевского режима"". Глава ведомства Сергей Лавров, выступая на заседании Совбеза ООН по Украине, говорил, что страны Запада, поддерживающие киевский режим, становятся стороной конфликта. Он также отмечал, что любые грузы, которые содержат вооружение для Украины, станут законной целью для России.";https://ria.ru/20221212/prisutstvie-1838200427.html
1;Бельгийская полиция провела обыски в здании Европарламента в Брюсселе;"Бельгийская полиция провела в понедельник обыски в здании Европарламента в Брюсселе в рамках расследования коррупции среди депутатов и сотрудников этого института ЕС, сообщило бельгийское издание LeSoir.
Результаты обыска пока не сообщаются.
Следственные мероприятия в Брюсселе прошли на фоне открытия пленарной сессии Европарламента в Страсбурге. Бельгийские власти в пятницу провели несколько задержаний и обысков в Брюсселе в связи с расследованием подозрений в коррупции в Европейском парламенте, которые связывают с проведением чемпионата мира по футболу в Катаре. Была задержана заместитель председателя Европарламента греческий политик Ева Кайли и ее партнер, по месту жительства политика проведен обыск. Кайли сразу же была исключена из партии ПАСОК-КИНАЛ (Всегреческое социалистическое движение – Движение перемен).
Речь идет о возможном получении ""крупных денежных вознаграждений"" и ""дорогих подарков"" за поддержку заявки Катара, который готовился принять чемпионат мира по футболу.
После сообщений об антикоррупционных расследованиях появились призывы приостановить работу над соглашением по облегчению визового режима с Катаром и другими государствами Персидского залива.
Глава Европарламента Роберта Метсола решила незамедлительно приостановить все полномочия, обязанности и задачи, делегированные Кайли как вице-президенту ЕП.";https://ria.ru/20221212/obyski-1838200045.html
1;ВС России нанесли удар по живой силе противника в Харьковской области;"Части российских Вооруженных сил Западного военного округа нанесли удар по живой силе ВСУ в Харьковской области из самоходной артиллерийской установки ""Акация"", передает корреспондент РИА Новости.
""Сегодня разведка доложила о скоплении пехоты, работали по целям, которые дала разведка"", — рассказал наводчик с позывным Профессор.
По его словам, за прошедшие месяцы в работе артиллеристов произошли существенные изменения. ""Сейчас мы работаем намного лучше, потому что в течение этого времени научились хорошо стрелять, попадать ровно в цели, попадать по тем координатам, которые дает разведка"", — пояснил он, отметив хорошее состояние и обслуживание военной техники.
Накануне Министерство обороны России сообщило об уничтожении до 30 украинских боевиков, бронетранспортера, трех артиллерийских орудий и шести автомобилей на Купянском направлении Харьковской области. Кроме того, на минувшей неделе российские Воздушно-космические силы нейтрализовали более 90 польских наемников в районе населенного пункта Боровское.
С 24 февраля проходит военная спецоперация на Украине. Владимир Путин назвал ее задачей ""защиту людей, которые на протяжении восьми лет подвергаются издевательствам, геноциду со стороны киевского режима"". По словам президента, конечная цель — освобождение Донбасса и создание условий, гарантирующих безопасность России.";https://ria.ru/20221212/akatsiya-1838198014.html
1;При обстреле ВСУ Горловки погиб мирный житель;"Один мирный житель погиб, еще один ранен в результате обстрела Горловки украинскими войсками, сообщил мэр города Иван Приходько. Горловка расположена в 50 километрах севернее Донецка, в городе находятся химический концерн ""Стирол"" и угледобывающие предприятия. Это один из крупнейших населенных пунктов ДНР, до начала конфликта в Донбассе население Горловки насчитывало более 250 тысяч человек. ";https://ria.ru/20221212/gorlovka-1838199188.html
1;ООН обеспокоена эскалацией насилия в Перу из-за протестов;"ООН обеспокоена эскалацией насилия в Перу из-за протестов и забастовок, запланированных на этой неделе, и призывает все стороны проявлять сдержанность, говорится в опубликованном заявлении пресс-секретаря УВКПЧ ООН Марты Уртадо на сайте организации. Уртадо уточняет, что в ходе столкновений между демонстрантами и полицией в южном регионе Апуримак 11 декабря два человека – 15-летний мальчик и 18-летний мужчина - были убиты. ""Мы призываем власти провести беспристрастные, прозрачные и эффективные расследования с целью привлечения виновных к ответственности"", - добавляет пресс-секретарь.
По данным ООН, десятки человек, в том числе по меньшей мере четверо полицейских, получили ранения во время протестов по всей стране.
Седьмого декабря занимавший пост президента Перу Кастильо распустил парламент, который должен был в третий раз рассмотреть вопрос о его импичменте. Однако парламентарии все равно собрались на заседание и приняли решение о его отставке. Вооруженные силы и полиция высказались против решения президента, политик был задержан по обвинениям в мятеже и злоупотреблении полномочиями и помещен под предварительный арест на семь суток. Вице-президент Перу Дина Болуарте принесла в конгрессе присягу главы государства и стала первой женщиной-президентом страны.
Болуарте накануне предложила провести досрочные выборы президента в 2024 году.";https://ria.ru/20221212/oon-1838196838.html
1;Киев не представил доказательств применения Москвой иранских беспилотников;"Министр обороны Ирана Мохаммад Реза Аштиани заявил, что Киев на встрече украинских и иранских экспертов по вопросу дронов не предоставил доказательств использования Россией иранских беспилотников на Украине. Он также добавил, что сотрудничество между Ираном и Россией в военной сфере существует давно, но вновь подтвердил, что страны не взаимодействовали по вопросу беспилотников во время спецоперации на Украине. Страны Запада утверждают, что Иран якобы в настоящее время поставляет беспилотники России для боевых действий на Украине. Москва и Тегеран такие обвинения не раз опровергали. Глава МИД Ирана Хосейн Амир Абдоллахиан заявлял, что Тегеран поставлял РФ беспилотники, но за несколько месяцев до начала специальной операции на Украине.
Министр иностранных дел Ирана называл информацию о поставках ракет в Россию ""полностью ложной"". В Кремле также отмечали, что не располагают данными об иранском вооружении - пресс-секретарь президента РФ Дмитрий Песков сообщал, что ""используется российская техника, с российскими наименованиями"".";https://ria.ru/20221212/bespilotniki-1838195994.html
1;Россия поддержит обращение Сербии в СБ ООН, заявил МИД;"Москва поддержит обращение Сербии в СБ ООН в случае подачи Белградом заявки на проведение заседания, сообщили журналистам в МИД России.
""Россия поддержит обращение Сербии в СБ ООН в случае заявки Белграда на проведение заседания"",- рассказали в министерстве. ";https://ria.ru/20221212/obraschenie-1838195464.html
0;Путин поручил правительству увеличить зарплаты бюджетникам;"Президент Владимир Путин поручил кабмину увеличить в начале 2023 года зарплаты бюджетникам, соответствующие указания опубликованы на сайте Кремля.
""Правительству Российской Федерации совместно с органами исполнительной власти субъектов Российской Федерации: обеспечить увеличение в начале 2023 года фонда оплаты труда работников учреждений бюджетной сферы исходя из фактического темпа роста по итогам 2022 года среднемесячной начисленной заработной платы работников, занятых в сфере экономики"", — говорится в документе. Президент также поручил обеспечить дальнейшую корректировку зарплат в течение следующего года. Отмечается, что доклад об исполнении поручения должен быть представлен до 30 марта 2023-го, далее — один раз в квартал.
В ноябре российский лидер призвал глав регионов контролировать ситуацию с зарплатами бюджетников в субъектах. Он поручил правительству проанализировать ситуацию ""вплоть до каждого конкретного учреждения"", чтобы предложить решения, повышающие эффективность бюджетных предприятий.
Путин подчеркнул, что бюджетники должны получать достойную зарплату. Он также указал, что приоритет для страны — благосостояние ее граждан. ";https://ria.ru/20221212/zarplaty-1838178927.html
0;"""Вкусно — и точка"" планирует ежегодно открывать не менее 50 заведений";"""Вкусно - и точка"" планирует ежегодно открывать не менее 50 новых заведений по всей России, рассказал РИА Новости владелец сети Александр Говор.
""Что касается ресторанов, то по 50 точек мы должны как минимум открывать каждый год во всех регионах России… Если будет ближнее зарубежье и если это не будет никак связано с политикой, то мы готовы идти туда как напрямую, так и через франчайзи"", - сказал он. Ранее на пресс-конференции в понедельник Говор отмечал, что обсуждается и выход в непризнанные республики - например, в Абхазию. Однако, по его словам, про новоприсоединенные российские территории речь пока вообще не идет. Основные инвестиции компания направляет на открытие новых точек. ""Если говорить о (покупке - ред.) других каких-то активах, то, как правило, берем 50% на 50% (собственные и кредитные средства - ред.), или 60% банки и 40% - мы"", - сообщил Говор.
В свою очередь гендиректор компании Олег Пароев уточнил, что компания ожидает очень хороший денежный поток, поэтому готова самостоятельно проинвестировать эту программу, ""но, с учетом наших различных приобретений в других областях, мы не исключаем, что это будут банковские кредиты"" - с точки зрения более эффективного использования денег.
""Вкусно - и точка"" - ведущая сеть предприятий быстрого обслуживания в России, представленная в 63 субъектах страны. На данный момент открыты уже более 840 точек сети.";https://ria.ru/20221212/vkusno-1838131592.html
0;В Дагестане три человека погибли в ДТП с участием свадебного кортежа;"Три человека погибли в автомобильной аварии с участием свадебного кортежа в Дагестане, сообщает пресс-служба МВД региона.
По информации ведомства, 12 декабря приблизительно в 16:00 на 19-м километре автодороги Манас — Сергокала — Первомайское в Карабудахкентском районе 19-летний местный житель, управляя автомобилем ""BA3-21144"", находясь в составе свадебного кортежа, двигавшегося из села Гурбуки в поселок Манас, при совершении обгона выехал на полосу встречного движения и столкнулся с автомобилем Mercedes-Benz GLS под управлением 39-летнего жителя Левашинского района.
""Отстав в свадебном кортеже, водитель стремился наверстать упущенное расстояние. В результате ДТП водитель ""ВАЗ-21144"", двое его пассажиров, жители поселка Манас 19 и 20 лет, от полученных тяжких телесных повреждений скончались на месте происшествия"", — говорится в сообщении. ";https://ria.ru/20221213/dtp-1838208822.html
0;В Пермском крае перевернулся автобус, есть пострадавшие;"Автобус с пассажирами перевернулся в Кизеловском округе Пермского края, есть пострадавшие, сообщил глава округа Андрей Родыгин. Он также опубликовал фото, на котором виден перевернутый автобус, съехавший с проезжей части в заснеженный кювет. Родыгин уточнил, что на трассе наблюдаются очень сложные условия. В соцсетях указывается, что в ДТП пострадали два человека, им была оказана помощь.
Снегопады начались в Пермском крае в пятницу, по прогнозам синоптиков, в Перми за короткий период может выпасть 40 миллиметров осадков. ";https://ria.ru/20221212/avtobus-1838204580.html
0;В Мелитополе остановили движение по мосту после взрыва;"Движение по автомобильному мосту в пригороде Мелитополя приостановлено, после попытки подрыва мост выстоял, но серьезно просело дорожное полотно, сообщил председатель движения ""Мы вместе с Россией"", член главного совета администрации Запорожской области Владимир Рогов. Ранее сообщалось, что в Мелитополе и пригороде прозвучало два мощных взрыва, позже стало известно о повреждении моста в районе села Константиновка. Предварительно, у опоры заложили взрывчатку. ""Движение приостановлено. Сам мост выстоял, но серьезно просело дорожное полотно"", - сказал РИА Новости Рогов.
По его словам, после того, как специалисты оценят состояние моста, будет понятно, какие необходимо в ближайшее время провести ремонтно-восстановительные работы.
";https://ria.ru/20221212/most-1838203254.html
0;Lamoda продолжит деятельность в России под прежним названием;"Интернет-магазин Lamoda продолжит деятельность в России, Казахстане и Белоруссии под прежним названием, управляющий состав команды также не будет изменен, рассказали РИА Новости в пресс-службе компании. Ранее в понедельник Global Fashion Group (GFG) объявила, что завершила продажу бизнеса Lamoda в РФ, Казахстане и Белоруссии владельцу ""Стокманна"" Якову Панченко. ""Компания продолжит свое развитие без существенных стратегических и операционных изменений в деятельности. У нас нет планов объединения компании с другими моими активами"", - приводятся в сообщении слова нового владельца.
В начале октября GFG рассказала, что договорилась о продаже бизнеса Lamoda в России, Белоруссии и Казахстане владельцу российского ""Стокманна"" Якову Панченко. Тогда речь шла о том, что соглашение зависит от определенных условий, включая одобрение регулирующих органов, а закрытие сделки ожидается в ближайшие месяцы. GFG прогнозировал выручку в размере около 100 миллионов евро в дополнение к сумме денежных средств, находящихся в бизнесе Lamoda по состоянию на 30 сентября 2022 года.
В конце октября Федеральная антимонопольная служба (ФАС) РФ сообщила, что получила ходатайство о приобретении российского бизнеса Lamoda от компании Панченко Eastrealty Beteiligungs-Und Verwaltungs Gmbh. Уточнялось, что компания планирует приобрести права на ""Купишуз"", ""Пик-Ап"", ""Иком Солюшн"", ""Мода с доставкой"" и ""Ламода Тех"".
Lamoda – один из крупнейших интернет-магазинов в России и СНГ. Компания также осуществляет деятельность в Казахстане и Белоруссии.";https://ria.ru/20221212/lamoda-1838207150.html
1;В Турции обнаружили новое месторождение нефти;"На юго-востоке Турции обнаружили месторождение с запасами 150 миллионов баррелей чистой нефти, передает агентство Anadolu со ссылкой на заявление президента страны Реджепа Тайипа Эрдогана после заседания правительства.
""Турция обнаружила 150 миллионов баррелей чистых запасов нефти в районе горы Габар (провинция Ширнак на юго-востоке страны. — Прим. ред.). Стоимость составляет примерно 12 миллиардов долларов"", — сообщил глава государства.
Турецкий лидер назвал это месторождение одним из десяти крупнейших, сделанных на суше в этом году. В июне Эрдоган также сообщал об обнаружении запасов высококачественной нефти в двух скважинах в провинции Адана, их стоимость оценили в миллиард долларов. ";https://ria.ru/20221212/turtsiya-1838186441.html
0;В Москве полиция задержала водителя иномарки, сбившего двух пешеходов;"Полицейские задержали водителя иномарки, сбившего двух пешеходов и сбежавшего с места аварии в центре Москвы, сообщили РИА Новости в пресс-службе столичного главка МВД.
Ранее в понедельник в ведомстве рассказали агентству, что на Олимпийском проспекте в Москве произошла авария. По данным главка, водитель сбил двух пешеходов, переходивших дорогу по переходу, после чего сбежал с места происшествия.
""Водитель внедорожника, который скрылся с места аварии, в течении 30 минут был установлен и задержан"", – сказал представитель пресс-службы.  По уточненной информации полиции, пешеходы переходили дорогу на разрешающий сигнал светофора. Пострадавших, мужчину и женщину, госпитализировали. ";https://ria.ru/20221212/voditel-1838199698.html
0;"По делу о пожаре в ТЦ ""МЕГА Химки"" задержали прораба и сварщика";"По делу о пожаре в ТЦ ""МЕГА Химки"" задержали прораба и сварщика, их подозревают в оказании услуг, не отвечающих требованиям безопасности, сообщили в управлении Следственного комитета России по Московской области.
""Задержаны прораб и сварщик строительно-технической фирмы, подозреваемые в оказании услуг, не отвечающих требованиям безопасности, что привело к крупному пожару в торговом центре в городе Химки и гибели человека"", — говорится в заявлении. Уточняется, что следователи провели осмотр здания гипермаркета и прилегающей к нему территории с применением криминалистической техники, в том числе квадрокоптера. По делу допросили более 30 свидетелей, а также провели осмотр автомобилей, находящихся на стоянке возле ТЦ.  Кроме того, сотрудники СК изъяли десять системных блоков и шесть серверов, сварочный аппарат, электродержатель, техническую документацию здания и строительной организации, осуществляющей ремонтные работы. Они также провели обыски и назначили судебно-медицинскую, пожарно-техническую и взрывотехническую экспертизы.
Пожар, охвативший 17 тысяч квадратных метров, начался в магазине OBI в ТЦ ""МЕГА Химки"" рано утром 9 декабря. В результате происшествия гипермаркет OBI почти полностью сгорел. Основное здание торгового центра не пострадало. Погиб охранник гипермаркета. ";https://ria.ru/20221212/podozrevaemye-1838197417.html
